File Location,File Name,Sentence,Label,Intent
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, ProCom Java Coding Standards Version  R evision History Introduction Purpose of this document The purpose of this document is to set coding standards for development in Java which will result in java code development of better readability and maintainability,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Document organization The document is organized as follows Section  Introduction describes purpose for having coding standards Section Naming standards describes naming conventions to be followed Section Code Layout describes about code layout strategies Section Comments describes about how and where to place comments Section  Statements describes the standard way to write different types of statements in Java for better maintainability of code,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Section  Good Coding Practice describes the about few coding standards Intended Audience The intended audience are all the team members of the project,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Sections ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Introduction  Why Have Coding Standard,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Coding Standards establish a coherent base for development,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Since code is more often reused than developed having a coding standard eliminates some of the headache associated with maintaining code,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Naming Standards There are generally accepted naming conventions employed in Java programming which should be followed,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,These are general rules to follow when naming classes and their attributes,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, General Standards Each class attribute and method name should be meaningful and descriptive of the information it contains andor the behavior it performs ie addNewCustomer calculateTotalAmount,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Names may not contain spaces nor may they contain abbreviations,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,All names must be fully spelled out except in the case of acronyms,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,However acronyms must be treated as normal words eg,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,CORBA should be used as Corba,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,By treating acronyms this way they fit into all existing naming standards eg,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,asCorbaObject corbaReference etc,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,If a name is comprised of multiple words each new word is capitalized ie BidLine documentCode,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Different from abbreviations acronyms are allowed,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Java class names should not contain the application name nor should they include an abbreviation of the application name,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The only exceptions to this are the application bootstrap class and the application specific basic servletclass which by definition must include the application name spelled out not abbreviated,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Avoid If the application name is Phonebook PhonebookSearchConversationjava PhonebookAssociateSearchBLOjava PhonebookAssociateSearchDAOjava Preferred PhonebookBootstrapjava PhonebookBasicActionjava SearchConversationjava AssociateSearchBLOjava AssociateSearchDAOjava For maintainability and due to operating system limitations Java package names should be kept as short as possible,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,File Names Public classes must be named the same as the files in which they are defined,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Class names should use the same capitalization,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The filename for each file should be the public class name with the correct capitalization followed by java,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,eg,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,ContextManagerjava should contain the public class ContextManager,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Class Names Separate multiword type names using capitalization with no intervening underscore eg,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,ProcessParticipant,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Use mixed case for all public class names,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Method Names Unlike class names begin methods with a lowercase letter and separate multiword method names by starting each new word with an uppercase letter eg,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,calculateElectricalLoad except for the constructor which must have the same name as the class name with the same capitalization eg,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Settlement,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Use simple clear names for methods to allow similar operations across different classes to be named consistently,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Instance methods should simply name the operation they perform on their associated object,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Methods used to read or write properties getters and setters should start with get or set respectively,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,private String getParticipantName private void setParticipantName String newParticipantName_  To indicate a boolean value returned by a method name the method isXXXX,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,To indicate the setting of a boolean value name the method setXXXargument,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,private boolean isValid private void setValid boolean newValid_  Since instance methods are always invoked in the context of an object with the exception of static methods their names should not encode the class name or the type of arguments expected,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,As an example a String class instance function that returns the length of the string should be simply named length  it should not be named stringLength since the context makes the meaning clear,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,For validation type methods name the methods as canXXXX eg,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,canDisplay,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Avoid the use of Objectobject in any method name,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Static methods follow the same conventions as other methods,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Variable Names Variable names always begin with a lower case letter ie documentCode name identifier,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Variables may be polymorphic across classes yet must be unique to its own class For example Bid BidLine and Customer classes may each have the attribute identifier which is unique to that class,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,A variable name should not contain its own class name Bid should not contain a variable bidIdentifier,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The variable should be named identifier,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This will prevent subclasses from inheriting variables that refer to the parent class,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Always declare variables private,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,When exposing an instance variable to another object declare the variable private and provide public or protected methods for accessing the variable,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Use descriptive names for variables starting with a lower case letter and then starting each new word with an uppercase letter,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,No Hungarian notation is allowed,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Avoid Variable names like sNumber,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Preferred Replace the above variable with a more detailed name like storeNumber,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Single character variable names must be replaced with detail names Avoid String s  This is a test Preferred Above must be replaced with String testString  This is a test Method arguments variables should end with the suffix _,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,These naming conventions enable the rapid location of variable definition which increases understanding of the code,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,public class MyClass  private String inputBuffer public final void setInputBufferfinal String newBuffer_   inputBuffer  newBuffer_  end setInputBuffer public final String getInputBuffer  return inputBuffer  end getInputBuffer   end class MyClass  Parameter and Local Variable Names Separate multiword local variable names using capitalization with no intervening underscore,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Local variables should start in lowercase and variable names should be descriptive of what the variables purpose is,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Parameter names should avoid where possible having the type implied,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,One should imply some sort of role in the name of the parameter eg,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,newCustomer,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This removes ambiguities when there is more than one parameter of the same type eg,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,newCustomer existingCustomer rather than aCustomer aCustomer etc,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Never create a temporary variable named temp,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Instead use a name that indicates what the variable is needed for,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Collections should be pluralized ie ending in s as in customerAccounts or activeThreads Setter parameters should be named starting with new and then the variable name public void createMeterReading  int counterIndex Account customerAccounts Account customerAccount statements  end createMeterReading Avoid hiding names,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Name hiding refers to the practice of naming a local variable argument or attribute the same as that of another one of greater scope,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,For example if you have an attribute called participantName dont create a local variable or parameter called participantName,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This makes code difficult to understand and more prone to bugs,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Also when creating a local variable always give it a descriptive name indicating its purpose,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Never create a temporary variable named temp,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Arrays There are two styles of declaring an array in Java  int integerArray           int  integerArray        Use the latter style ie the int  integerArray style,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Static Variable Names ie,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Class Variable Names Follow the same rules for static variables as class variables,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Always declare static variables private,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,When exposing a static variable to another object declare the variable private and provide public or protected static methods for accessing the variable,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Even though you can access static variables and static methods through an instance this should never be done,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Always access static variables through public methods using the class,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,private static String databaseConnection public static String getDatabaseConnection  return databaseConnection  end getDatabaseConnection  Constant Names Use upper case for all constant names using underscores to separate multiple words,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,static final int SPEED_OF_WATER    Exception Names Exception names should end with the word Exception,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,They should use mixedcase starting each new word with an uppercase letter with no intervening underscore and start with initial capitalization,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Interface Names Java Interface names should use mixedcase with the first letter of each word capitalized,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Java Interface names should be a descriptive adjective such as Runnable or Cloneable although descriptive nouns such as Singleton and DataInput are also common,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Only one interface should be defined per file,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, File Suffixes The following types of files will be used File Type Suffix Java source java Java bytecode class ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Code Layout A good layout strategy should accurately and consistently represent the logical structure of the code,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,It should make the code readable and it should be easy to maintain,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The rules in this section are designed to meet those criteria,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Class Headers  Write class headers on a single line if there is room for it  If not break the line before the extends and implements keywords,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Indent succeeding lines,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Put the opening brace left aligned on a line by itself public class OvernightAirDeliveryItem extends DeliveryItem implements Serializable   Method Headers  Write method headers by putting all parameters on one line,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, If the parameter list wont fit on one line break the list of parameters onto additional lines and indent the parameters,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Put the opening brace left aligned on a line by itself,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,public boolean isReadyToBeShippedfinal boolean paidFor_ final boolean orderFilled_ final boolean addressVerified_ final boolean orderPackaged_   Indentation  Indentation is one tab,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,You can set the tab length in the development environment,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Use tabs for indentation and spaces for white space,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Any tabs typed should not be converted to spaces so that your formatting will be consistent if code is copied and pasted into other applications or viewed using a different development environment,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Wrapping Lines When an expression will not fit on a single line break it according to these general principles  Break after a comma,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Break after an operator,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Prefer higherlevel breaks to lowerlevel breaks,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Align the new line with the beginning of the expression at the same level on the previous line,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, If the above rules lead to confusing code or to code thats squished up against the right margin just indent  tabs instead,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Here are some examples of breaking method calls methodNamelongExpression doubleExpression floatExpression intExpression stringExpression variable  methodNamelongExpression functionlongExpression doubleExpression Following are two examples of breaking an arithmetic expression,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The first is preferred since the break occurs outside the parenthesized expression which is at a higher level,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,longName  anotherLongName  myLongName  yourLongName  fooLongName    bigLongName  PREFER longName  anotherLongName  myLongName  yourLongName  fooLongName    bigLongName  AVOID Following are two examples of indenting method declarations,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The first is the conventional case,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The second would shift the second and third lines to the far right if it used conventional indentation so instead it indents only  tabs,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,CONVENTIONAL INDENTATION someMethodint anArgument_ Object anotherArgument_ String yetAnotherArgument_ Object andStillAnother_    INDENT  TABS TO AVOID VERY DEEP INDENTS private static synchronized horkingLongMethodNameint anArgument_ Object anotherArgument_ String yetAnotherArgument_ Object andStillAnother_    Line wrapping for if statements should generally use the tab rule since conventional  tab indentation makes seeing the body difficult,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,For example DONT USE THIS INDENTATION if myCcondition  yourCondition  anotherCondition  moreConditions  ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,thisCondition  thatCondition  BAD WRAPS doSomethingAboutIt MAKE THIS LINE EASY TO MISS  USE THIS INDENTATION INSTEAD if myCcondition  yourCondition  anotherCondition  moreConditions  ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, thisCondition  thatCondition  doSomethingAboutIt  OR USE THIS if myCcondition  yourCondition  anotherCondition  moreConditions  ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, thisCondition  thatCondition  doSomethingAboutIt   White Space in the Code  Blank Lines Blank lines improve readability by setting off sections of code that are logically related,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,One blank line should always be used between sections of a source file One blank line should always be used in the following circumstances  Between functions  Between the local variables in a function and its first statement  Before a block see section  or singleline see section  comment  Between logical sections inside a method to improve readability  Blank Spaces Blank spaces should be used in the following circumstances  A keyword followed by a parenthesis should be separated by a space,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,  Example   while true         Note that a blank space should not be used between a method name and its opening parenthesis,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This helps to distinguish keywords from method calls,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,  A blank space should appear after commas in argument lists,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, All binary operators except ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,should be separated from their operands by spaces,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Blank spaces should never separate unary operators such as unary minus increment  and decrement  from their operands,0,Coding Guidelines
